Centro;Descripción Centro;Sección;Descripción Sección;Programa;Descripción Programa;Capítulo;Descripción Capítulo;Económico;Descripción Económico;Presupuesto 2022 V40
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;1.065.610,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;1.617.820,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;2.899.848,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;12006;TRIENIOS;1.183.228,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;3.743.116,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;9.711.625,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;486.036,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;14.973,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;16.304,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;359.498,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;5.165.222,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20300;ARRENDAMIENTOS DE MAQUINARIA, INSTALAC. Y UTILLAJE;20.000,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21500;REP., MANT. Y CONSERV. DE MOBILIARIO;18.150,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;71.000,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;30.000,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;36.300,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22701;SEGURIDAD;170.507,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;256.450,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;17.165.438,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;6;INVERSIONES REALES;62500;MOBILIARIO Y EQUIPOS DE OFICINA;130.000,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;6;INVERSIONES REALES;62599;OTRO MOBILIARIO Y ENSERES;18.150,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;6;INVERSIONES REALES;62901;SEÑALIZACIÓN;18.150,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;6;INVERSIONES REALES;63500;MOBILIARIO Y EQUIPOS DE OFICINA (REFORMA Y REP.);70.000,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;6;INVERSIONES REALES;63599;OTRO MOBILIARIO Y ENSERES (REFORMA Y REPOSICIÓN);18.150,00
001;AYUNTAMIENTO DE MADRID;111;COORDINACIÓN TERRITORIAL, TRANSPAREN. Y PART. CIUD;92501;ATENCIÓN A LA CIUDADANÍA;6;INVERSIONES REALES;63901;SEÑALIZACIÓN (REFORMA Y REPOSICIÓN);18.150,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;94.828,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;229.891,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;47.204,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;101.828,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;55.205,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;12006;TRIENIOS;54.565,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;302.151,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;733.054,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;22.537,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;64.252,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;347.595,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;10.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;4.500,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;108.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;23290;COOPERACIÓN Y CIUDADANIA GLOBAL;4;TRANSFERENCIAS CORRIENTES;48901;OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO;8.446.500,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;106.008,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;31.441,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;1;GASTOS DE PERSONAL;12006;TRIENIOS;3.643,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;18.525,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;45.428,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;2.010,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;14.709,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;45.131,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22601;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;3.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23000;DE LOS MIEMBROS DE LOS ÓRGANOS DE GOBIERNO;3.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;91219;A.D. INTERNACIONALIZACIÓN Y COOPERACIÓN;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23100;GASTOS DE VIAJE  MIEMBROS DE LOS ORG. DE GOBIERNO;3.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;65.576,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;47.204,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;22.082,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;40.800,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;12006;TRIENIOS;36.090,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;123.871,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;291.098,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;11.551,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;32.900,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;125.244,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;55.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;75.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;313.959,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;45.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;4;TRANSFERENCIAS CORRIENTES;46799;A OTROS CONSORCIOS;360.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;4;TRANSFERENCIAS CORRIENTES;48099;A OTRAS FUNDACIONES;115.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;4;TRANSFERENCIAS CORRIENTES;48203;PREMIOS;10.000,00
001;AYUNTAMIENTO DE MADRID;112;INTERNACIONALIZACIÓN Y COOPERACIÓN;92207;INTERNACIONALIZACIÓN Y FONDOS EUROPEOS;4;TRANSFERENCIAS CORRIENTES;48901;OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO;1.476.500,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;101.138,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;295.092,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;285.721,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;499.931,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;671.033,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;403.166,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12006;TRIENIOS;343.782,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;1.296.365,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;2.812.259,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;204.808,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;14399;OTRAS PREVISIONES DE GASTOS DE PERSONAL;1.408,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;351.601,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;1.687.926,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20200;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;801.407,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20300;ARRENDAMIENTOS DE MAQUINARIA, INSTALAC. Y UTILLAJE;398,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20400;ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE;65.160,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20500;ARRENDAMIENTOS DE MOBILIARIO Y ENSERES;81.750,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;141.419,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;54.040,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21400;REP., MANT. Y CONSERV. ELEMENTOS DE TRANSPORTE;800,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21500;REP., MANT. Y CONSERV. DE MOBILIARIO;1.000,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21600;REP., MANT.Y CONSERV. EQUIPOS PROCESO INFORMACIÓN;1.000,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;25.185,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22001;PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES;6.350,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;9.000,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22104;VESTUARIO;16.389,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22105;PRODUCTOS ALIMENTICIOS;400,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22110;PRODUCTOS DE LIMPIEZA Y ASEO;500,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;5.000,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22300;TRANSPORTES;300,00
001;AYUNTAMIENTO DE MADRID;120;PORTAVOZ, SEGURIDAD Y EMERGENCIAS;13000;DIR.Y GEST.ADMV. DE PORTAVOZ, SEGURIDAD Y EMERGENC;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22501;TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS;9.428,00
