Centro;Desc_Centro;Seccion;Desc_Seccion;Programa;Desc_Programa;Capitulo;Desc_Capitulo;Economico;Desc_Economico;Presupuesto
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;4;TRANSFERENCIAS CORRIENTES;48099;A OTRAS FUNDACIONES;200000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;4;TRANSFERENCIAS CORRIENTES;48201;BECAS;48000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;4;TRANSFERENCIAS CORRIENTES;48203;PREMIOS;8400
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;4;TRANSFERENCIAS CORRIENTES;48901;OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO;211050
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;6;INVERSIONES REALES;62500;MOBILIARIO Y EQUIPOS DE OFICINA;12000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;6;INVERSIONES REALES;62600;EQUIPOS DE COMUNICACIÓN;1500
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;6;INVERSIONES REALES;62900;PATRI.HIST,ART.Y CULT.ASO.AL FUN.DE LOS SP;150000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;6;INVERSIONES REALES;62901;SEÑALIZACIÓN;10000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;6;INVERSIONES REALES;62999;OTRAS INV. NUEVAS ASOC. AL FUNCIONAM. OPERAT. SERV;390000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;6;INVERSIONES REALES;63599;OTRO MOBILIARIO Y ENSERES (REFORMA Y REPOSICIÓN);50000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33301;MUSEOS;6;INVERSIONES REALES;63999;OTRAS INVERS. DE REPOS. ASOC. AL FUNC. OPER. SERV.;95000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;94828
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;98364
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;30810
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;80662
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;40800
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;12006;TRIENIOS;51737
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;173099
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;396101
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;17022
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;40761
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;217825
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20901;CÁNONES;3000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;1000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;1000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22300;TRANSPORTES;3000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22400;PRIMAS DE SEGUROS;10000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;30000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22609;ACTIVIDADES CULTURALES Y DEPORTIVAS;300000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22610;DIETAS E INDEMNIZACIONES DE PERSONAL EXTERNO;25000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;50000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;4;TRANSFERENCIAS CORRIENTES;46701;AL CONSORCIO REHABILITACIÓN DE TEATROS DE MADRID;3500
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;4;TRANSFERENCIAS CORRIENTES;47999;OTRAS SUBVENCIONES A EMPRESAS PRIVADAS;6685776
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;4;TRANSFERENCIAS CORRIENTES;48099;A OTRAS FUNDACIONES;1247472
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;4;TRANSFERENCIAS CORRIENTES;48203;PREMIOS;40000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;4;TRANSFERENCIAS CORRIENTES;48900;OTRAS TRANSFERENCIAS A FAMILIAS;646700
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;4;TRANSFERENCIAS CORRIENTES;48901;OTRAS TRANSFERENCIAS  A INSTITUC. SIN FINES  LUCRO;2241524
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;15000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;6;INVERSIONES REALES;63900;PATRI.HIST,ART.Y CULT.ASO. FUN.DE SP(REF Y REPO);10000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33401;ACTIVIDADES CULTURALES;7;TRANSFERENCIAS DE CAPITAL;76701;AL CONSORCIO  REHABILITACIÓN DE TEATROS DE MADRID;121500
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;1295126
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;16394
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;33123
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;22082
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;12006;TRIENIOS;368791
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;815526
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;1850859
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;83730
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;14937
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;19895
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;13100;RETRIBUCIONES BÁSICAS;95681
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;23506
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;1089559
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20200;ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES;62920
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20901;CÁNONES;8000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;20000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21500;REP., MANT. Y CONSERV. DE MOBILIARIO;5000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;1000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;1000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22105;PRODUCTOS ALIMENTICIOS;2000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;25400
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22500;TRIBUTOS ESTATALES;100
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;15000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22609;ACTIVIDADES CULTURALES Y DEPORTIVAS;160000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;31554
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;240000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;11000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23120;GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO;20000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;6;INVERSIONES REALES;62500;MOBILIARIO Y EQUIPOS DE OFICINA;10000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;6;INVERSIONES REALES;62999;OTRAS INV. NUEVAS ASOC. AL FUNCIONAM. OPERAT. SERV;117314
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33405;BANDA SINFÓNICA MUNICIPAL;6;INVERSIONES REALES;64001;PROPIEDAD INTELECTUAL;7000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;101770
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;295092
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;161962
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;124826
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;62882
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;12006;TRIENIOS;106288
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;447356
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;1091262
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;35374
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;70501
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;787
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;112721
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;546078
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21000;REP.MANT. Y CONSERV. BIENES DESTINADOS USO GENERAL;771004
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;1588296
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;580098
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;2000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;2000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22106;PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO;2000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;8000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22300;TRANSPORTES;90000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22400;PRIMAS DE SEGUROS;5000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;200000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22606;REUNIONES, CONFERENCIAS Y CURSOS;30000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22609;ACTIVIDADES CULTURALES Y DEPORTIVAS;10000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22610;DIETAS E INDEMNIZACIONES DE PERSONAL EXTERNO;7000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;974752
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23010;DEL PERSONAL DIRECTIVO;4000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23020;DEL PERSONAL NO DIRECTIVO;5000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23110;GASTOS DE VIAJE DEL PERSONAL DIRECTIVO;4000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23111;LOCOMOCIÓN URBANA PERSONAL DIRECTIVO;299
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23120;GASTOS DE VIAJE DEL PERSONAL NO DIRECTIVO;5000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23399;OTRAS INDEMNIZACIONES;2000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;26000;TRABAJOS REALIZ. POR INSTITUCIONES S.F. DE LUCRO;20000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;4;TRANSFERENCIAS CORRIENTES;44506;A MADRID DESTINO, CULTURA, TURISMO Y NEGOCIO, S.A.;2050000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;4;TRANSFERENCIAS CORRIENTES;47999;OTRAS SUBVENCIONES A EMPRESAS PRIVADAS;125000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;4;TRANSFERENCIAS CORRIENTES;48099;A OTRAS FUNDACIONES;610000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;4;TRANSFERENCIAS CORRIENTES;48201;BECAS;48000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;4;TRANSFERENCIAS CORRIENTES;48203;PREMIOS;215000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;6;INVERSIONES REALES;60900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULTURAL;1665110
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;6;INVERSIONES REALES;60912;SEÑALIZACIÓN VIAL;95000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;6;INVERSIONES REALES;61900;PATRIMONIO HISTÓRICO, ARTÍSTICO Y CULT. (REFORMA);109348
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;6;INVERSIONES REALES;62200;EDIFICIOS Y OTRAS CONSTRUCCIONES;80000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;6;INVERSIONES REALES;62999;OTRAS INV. NUEVAS ASOC. AL FUNCIONAM. OPERAT. SERV;453137
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;6;INVERSIONES REALES;63200;EDIFICIOS Y OTRAS CONSTRUCCIONES (REFORMA);2680000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;6;INVERSIONES REALES;63900;PATRI.HIST,ART.Y CULT.ASO. FUN.DE SP(REF Y REPO);3245189
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;33601;PATRIMONIO CULTURAL;7;TRANSFERENCIAS DE CAPITAL;78901;OTRAS TRANSF. DE CAPITAL A INST. SIN FINES LUCRO;45000
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;91213;ÁREA GOB. CULTURA, TURISMO Y DEPORTE;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;103849
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;91213;ÁREA GOB. CULTURA, TURISMO Y DEPORTE;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;81970
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;91213;ÁREA GOB. CULTURA, TURISMO Y DEPORTE;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;229183
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;91213;ÁREA GOB. CULTURA, TURISMO Y DEPORTE;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;31441
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;91213;ÁREA GOB. CULTURA, TURISMO Y DEPORTE;1;GASTOS DE PERSONAL;12006;TRIENIOS;6163
1;AYUNTAMIENTO DE MADRID;130;CULTURA, TURISMO Y DEPORTE;91213;ÁREA GOB. CULTURA, TURISMO Y DEPORTE;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;18174
